SALE TYPE,SOLD DATE,PROPERTY TYPE,ADDRESS,CITY,STATE OR PROVINCE,ZIP OR POSTAL CODE,PRICE,BEDS,BATHS,LOCATION,SQUARE FEET,LOT SIZE,YEAR BUILT,DAYS ON MARKET,$/SQUARE FEET,HOA/MONTH,STATUS,NEXT OPEN HOUSE START TIME,NEXT OPEN HOUSE END TIME,URL (SEE https://www.redfin.com/buy-a-home/comparative-market-analysis FOR INFO ON PRICING),SOURCE,MLS#,FAVORITE,INTERESTED,LATITUDE,LONGITUDE
PAST SALE,August-2-2023,Townhouse,1725 Country Ct,Frederick,MD,21702,302000,3,1.5,AMBER MEADOWS,1580,1800,1977,,191,26,Sold,,,https://www.redfin.com/MD/Frederick/1725-Country-Ct-21702/home/15229937,BRIGHT MLS,MDFR2035168,N,Y,39.4485653,-77.409708
PAST SALE,June-27-2023,Townhouse,353 Madison St,Frederick,MD,21701,299800,2,2,Frederick,999,3200,1900,,300,,Sold,,,https://www.redfin.com/MD/Frederick/353-Madison-St-21701/home/15227809,BRIGHT MLS,MDFR2035674,N,Y,39.4101542,-77.4197964
PAST SALE,May-25-2023,Townhouse,3014 Jacobs Garden Ln,Frederick,MD,21701,485500,3,3.5,WORMANS MILL,2947,2664,2007,,165,81,Sold,,,https://www.redfin.com/MD/Frederick/3014-Jacobs-Garden-Ln-21701/home/15179571,BRIGHT MLS,MDFR2033370,N,Y,39.459874,-77.3853668
PAST SALE,May-15-2023,Single Family Residential,5008 Saint Simon Ct,Frederick,MD,21703,655000,4,3.5,WELLINGTON TRACE,3224,9988,2000,,203,44,Sold,,,https://www.redfin.com/MD/Frederick/5008-Saint-Simon-Ct-21703/home/15247489,BRIGHT MLS,MDFR2032578,N,Y,39.3725472,-77.4399022
PAST SALE,July-20-2023,Single Family Residential,1309 Willow Oak Dr,Frederick,MD,21701,465000,4,2.5,FREDERICKTOWNE VILLAGE,2672,6461,1994,,174,28,Sold,,,https://www.redfin.com/MD/Frederick/1309-Willow-Oak-Dr-21701/home/15221051,BRIGHT MLS,MDFR2036344,N,Y,39.4342394,-77.3859809
PAST SALE,August-22-2023,Single Family Residential,8909 Bradford Way,Frederick,MD,21701,650000,6,3.5,SPRING RIDGE,3400,8326,1994,,191,93,Sold,,,https://www.redfin.com/MD/Frederick/8909-Bradford-Way-21701/home/15191067,BRIGHT MLS,MDFR2037748,N,Y,39.4070821,-77.3458799
PAST SALE,August-7-2023,Townhouse,9507 Burgee,Frederick,MD,21704,455000,3,3.5,VILLAGES OF URBANA,1760,2000,2001,,259,138,Sold,,,https://www.redfin.com/MD/Frederick/9507-Burgee-Pl-21704/home/15187030,BRIGHT MLS,MDFR2036526,N,Y,39.331915,-77.340579
PAST SALE,July-14-2023,Townhouse,6116 Baldridge Ter,Frederick,MD,21701,425000,3,3.5,SPRING RIDGE,2220,2560,1993,,191,103,Sold,,,https://www.redfin.com/MD/Frederick/6116-Baldridge-Ter-21701/home/15188785,BRIGHT MLS,MDFR2035888,N,Y,39.4024509,-77.3477571
PAST SALE,June-1-2023,Single Family Residential,408 Wilson Pl,Frederick,MD,21702,550000,4,2,VILLA ESTATES,1562,14000,1953,,352,,Sold,,,https://www.redfin.com/MD/Frederick/408-Wilson-Pl-21702/home/15232685,BRIGHT MLS,MDFR2033840,N,Y,39.4273895,-77.4288925
PAST SALE,May-26-2023,Townhouse,6645 Mcgrath Pl,Frederick,MD,21703,421000,3,3,WELLINGTON TRACE,2090,3008,2001,,201,67,Sold,,,https://www.redfin.com/MD/Frederick/6645-McGrath-Pl-21703/home/15186547,BRIGHT MLS,MDFR2033204,N,Y,39.367674,-77.435905
PAST SALE,June-5-2023,Single Family Residential,6800 Ruhland Dr,Frederick,MD,21702,381000,4,1.5,CRESTVIEW ESTATES,1450,14810,1972,,263,,Sold,,,https://www.redfin.com/MD/Frederick/6800-Ruhland-Dr-21702/home/15233950,BRIGHT MLS,MDFR2033260,N,Y,39.5100757,-77.4320647
PAST SALE,April-28-2023,Townhouse,1509 S Rambling Way,Frederick,MD,21701,405000,4,3.5,MAIN FARM,2180,1860,2000,,186,50,Sold,,,https://www.redfin.com/MD/Frederick/1509-S-Rambling-Way-21701/home/15218331,BRIGHT MLS,MDFR2032910,N,Y,39.447878,-77.3824048
PAST SALE,June-30-2023,Single Family Residential,7904 Hawthorne Dr,Frederick,MD,21702,550000,3,2.5,WEST HILLS,2331,29621,1971,,236,,Sold,,,https://www.redfin.com/MD/Frederick/7904-Hawthorne-Dr-21702/home/15226045,BRIGHT MLS,MDFR2035522,N,Y,39.4492083,-77.4379033
PAST SALE,July-24-2023,Townhouse,3737 Singleton Ter,Frederick,MD,21704,520000,4,3.5,VILLAGES OF URBANA,2520,2100,2003,,206,147,Sold,,,https://www.redfin.com/MD/Frederick/3737-Singleton-Ter-21704/home/15185354,BRIGHT MLS,MDFR2036400,N,Y,39.333818,-77.339057
PAST SALE,October-20-2023,Single Family Residential,2122 Collingwood Ln,Frederick,MD,21702,435000,3,3,OLD FARM STATION,2006,12645,1988,,217,24,Sold,,,https://www.redfin.com/MD/Frederick/2122-Collingwood-Ln-21702/home/15223930,BRIGHT MLS,MDFR2040036,N,Y,39.4442339,-77.4369269
PAST SALE,October-12-2023,Single Family Residential,212 Lindbergh Ave,Frederick,MD,21701,968000,4,3,BAKER PARK,2634,14121,1935,,368,,Sold,,,https://www.redfin.com/MD/Frederick/212-Lindbergh-Ave-21701/home/15232305,BRIGHT MLS,MDFR2038600,N,Y,39.419462,-77.4235424
PAST SALE,June-6-2023,Townhouse,3659 Worthington Blvd,Frederick,MD,21704,530000,3,3,URBANA,2304,1680,2011,,230,110,Sold,,,https://www.redfin.com/MD/Frederick/3659-Worthington-Blvd-21704/home/15178710,BRIGHT MLS,MDFR2033322,N,Y,39.331146,-77.3587101
PAST SALE,October-24-2023,Townhouse,7983 Thrush Ct,Frederick,MD,21701,385000,5,3.5,WATERSIDE,1644,2975,1988,,234,118,Sold,,,https://www.redfin.com/MD/Frederick/7983-Thrush-Ct-21701/home/15204431,BRIGHT MLS,MDFR2039864,N,Y,39.4522728,-77.3742189
